consensus_start	consensus_stop	note	note
4667876	4667895	20 bp;mummer_exact	mummer_exact
4673064	4673093	30 bp;mummer_exact	mummer_exact
4680676	4680714	39 bp;mummer_exact	mummer_exact
4682160	4682179	20 bp;mummer_exact	mummer_exact
4683352	4683371	20 bp;mummer_exact	mummer_exact
4683853	4694545	10.6kb phage ST46	
4694838	4694857	20 bp;mummer_exact	mummer_exact
4696420	4696440	21 bp;mummer_exact	mummer_exact
4696571	4696593	23 bp;mummer_exact	mummer_exact
4699231	4699318	88 bp;mummer_exact	mummer_exact
4717923	4717971	49 bp;mummer_exact	mummer_exact
4720066	4720093	28 bp;mummer_exact	mummer_exact
4720155	4720176	22 bp;mummer_exact	mummer_exact
4720758	4720778	21 bp;mummer_exact	mummer_exact
4720972	4720998	27 bp;mummer_exact	mummer_exact
4721120	4721144	25 bp;mummer_exact	mummer_exact
4721367	4721388	22 bp;mummer_exact	mummer_exact
4721493	4721521	29 bp;mummer_exact	mummer_exact
4721638	4721660	23 bp;mummer_exact	mummer_exact
4732905	4733033	129 bp;mummer_exact	mummer_exact
4737921	4737940	20 bp;mummer_exact	mummer_exact
4745034	4745065	32 bp;mummer_exact	mummer_exact
4746518	4746537	20 bp;mummer_exact	mummer_exact
4747604	4747623	20 bp;mummer_exact	mummer_exact
4748568	4748587	20 bp;mummer_exact	mummer_exact
4749557	4749576	20 bp;mummer_exact	mummer_exact
4750586	4750624	39 bp;mummer_exact	mummer_exact
4751859	4751881	23 bp;mummer_exact	mummer_exact
4752512	4752532	21 bp;mummer_exact	mummer_exact
4753652	4753675	24 bp;mummer_exact	mummer_exact
4753714	4753771	58 bp;mummer_exact	mummer_exact
4755542	4755599	58 bp;mummer_exact	mummer_exact
4755946	4755965	20 bp;mummer_exact	mummer_exact
4767193	4767280	88 bp;mummer_exact	mummer_exact
4767311	4767398	88 bp;mummer_exact	mummer_exact
4767425	4767512	88 bp;mummer_exact	mummer_exact
4767676	4767701	26 bp;mummer_exact	mummer_exact
4778783	4778804	22 bp;mummer_exact	mummer_exact
4778824	4778859	36 bp;mummer_exact	mummer_exact
4781535	4781558	24 bp;mummer_exact	mummer_exact
4781652	4781671	20 bp;mummer_exact	mummer_exact
4782435	4782466	32 bp;mummer_exact	mummer_exact
4782503	4782530	28 bp;mummer_exact	mummer_exact
4783128	4783196	69 bp;mummer_exact	mummer_exact
4786010	4786044	35 bp;mummer_repeat	ID=to_be_set;note=repeated+at+538892..538923+%28100%+in+32+bp%29;colour=1
4787535	4787562	28 bp;mummer_exact	mummer_exact
4788861	4788881	21 bp;mummer_exact	mummer_exact
4788922	4788942	21 bp;mummer_exact	mummer_exact
4789206	4789225	20 bp;mummer_exact	mummer_exact
4793152	4793174	23 bp;mummer_exact	mummer_exact
4793205	4793240	36 bp;mummer_exact	mummer_exact
4808645	4808665	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1301506..1301486+%28100%+in+21+bp%29;colour=1
